"","Company","BeanOrigin","ReviewDate_day","ReviewDate","CocoaPercent","CompanyLocation","Rating","BeanType","BroadBeanOrigin","BroadBeanOrigin_cate","CompanyLocation_cate","CocoaPercent_num"
"1378","Ritual","Sambirano",891,2012,"75%","U.S.A.",4,"Trinitario","Madagascar","Madagascar","U.S.A.",0.75
"1379","Ritual","Camino Verde P., 2012, Balao, Guayas",967,2012,"75%","U.S.A.",3.25,"Nacional (Arriba)","Ecuador","Ecuador","U.S.A.",0.75
"1380","Ritual","Gran Couva",979,2012,"75%","U.S.A.",3.5,"Trinitario","Trinidad","Other","U.S.A.",0.75
"1381","Ritual","Costa Rica",745,2011,"75%","U.S.A.",3.5,NA,"Costa Rica","Other","U.S.A.",0.75
"1382","Roasting Masters","La Dorado, light roast",1844,2016,"70%","South Korea",3.25,NA,"Costa Rica","Other","Other",0.7
"1383","Roasting Masters","Tapanti, light roast",1844,2016,"70%","South Korea",3.25,NA,"Costa Rica","Other","Other",0.7
"1384","Roasting Masters","Maleku",1844,2016,"70%","South Korea",3.25,NA,"Costa Rica","Other","Other",0.7
"1385","Robert (aka Chocolaterie Robert)","Madagascar",1061,2013,"75%","Madagascar",3.25,"Trinitario","Madagascar","Madagascar","Other",0.75
"1386","Robert (aka Chocolaterie Robert)","Madagascar w/ nibs",1061,2013,"68%","Madagascar",3.25,"Trinitario","Madagascar","Madagascar","Other",0.68
"1387","Rococo (Grenada Chocolate Co.)","Gru Grococo, St. Andrews",923,2012,"66%","U.K.",3.5,"Trinitario","Grenada","Other","U.K.",0.66
"1388","Rogue","La Masica, Batch 1, FHIA Research Center",1748,2016,"75%","U.S.A.",3.75,NA,"Honduras","Other","U.S.A.",0.75
"1389","Rogue","Caranero, Choc. Garage Exclusive",1446,2015,"70%","U.S.A.",3.75,NA,"Venezuela","Venezuela","U.S.A.",0.7
"1390","Rogue","Tranquilidad, Batch 1",1566,2015,"75%","U.S.A.",3.25,NA,"Bolivia","Other","U.S.A.",0.75
"1391","Rogue","Porcelana",1209,2014,"80%","U.S.A.",3.75,"Criollo","Venezuela","Venezuela","U.S.A.",0.8
"1392","Rogue","Akessons Estate, Sambirano, 2013",1038,2013,"70%","U.S.A.",3.5,"Trinitario","Madagascar","Madagascar","U.S.A.",0.7
"1393","Rogue","Hispaniola, 2013",1081,2013,"70%","U.S.A.",3.5,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"1394","Rogue","Silvestre, Batch 7, 2013",1081,2013,"75%","U.S.A.",4,NA,"Bolivia","Other","U.S.A.",0.75
"1395","Rogue","Bachelor's Hall E., St. Thomas Parish",1193,2013,"75%","U.S.A.",3.75,"Trinitario","Jamaica","Other","U.S.A.",0.75
"1396","Rogue","Camino Verde P., Balao, Guayas",979,2012,"75%","U.S.A.",3.75,"Nacional (Arriba)","Ecuador","Ecuador","U.S.A.",0.75
"1397","Rogue","Silvestre, Batch 1, 2011",793,2011,"75%","U.S.A.",3,"Criollo","Bolivia","Other","U.S.A.",0.75
"1398","Rogue","Piura",565,2010,"75%","U.S.A.",3.75,NA,"Peru","Peru","U.S.A.",0.75
"1399","Rogue","Rio Caribe",327,2009,"70%","U.S.A.",3.5,"Trinitario","Venezuela","Venezuela","U.S.A.",0.7
"1400","Rogue","Hispaniola, 2008",213,2008,"70%","U.S.A.",2.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"1401","Rogue","Jamaica",213,2008,"70%","U.S.A.",2.75,"Trinitario","Jamaica","Other","U.S.A.",0.7
"1402","Rogue","Sambirano, 2008",213,2008,"70%","U.S.A.",2.75,"Trinitario","Madagascar","Madagascar","U.S.A.",0.7
"1403","Rogue","Trinidad",213,2008,"70%","U.S.A.",3,"Trinitario","Trinidad","Other","U.S.A.",0.7
"1404","Rozsavolgyi","Sur del Lago",809,2012,"84%","Hungary",2.5,NA,"Venezuela","Venezuela","Other",0.84
"1405","Rozsavolgyi","Rio Caribe Superior, Paria Penninsula",871,2012,"76%","Hungary",2.25,"Trinitario","Venezuela","Venezuela","Other",0.76
"1406","Rozsavolgyi","Sambirano, Akesson Estate",871,2012,"72%","Hungary",2.5,"Trinitario","Madagascar","Madagascar","Other",0.72
"1407","Rozsavolgyi","Carenero Superior",713,2011,"73%","Hungary",3.5,"Criollo","Venezuela","Venezuela","Other",0.73
"1408","Rozsavolgyi","Porcelana",717,2011,"71%","Hungary",2.5,NA,"Venezuela","Venezuela","Other",0.71
"1409","Rozsavolgyi","Aragua, Trincheras",717,2011,"70%","Hungary",3.5,NA,"Venezuela","Venezuela","Other",0.7
"1410","Rozsavolgyi","Principe",765,2011,"77%","Hungary",2.75,"Forastero","Principe","Other","Other",0.77
"1411","S.A.I.D.","Malgascio",607,2010,"64%","Italy",3.5,"Trinitario","Madagascar","Madagascar","Italy",0.64
"1412","S.A.I.D.","100 percent",615,2010,"100%","Italy",1.5,NA,NA,"Other","Italy",1
"1413","S.A.I.D.","Samana",615,2010,"70%","Italy",3,NA,"Dominican Republic","Dominican Republic","Italy",0.7
"1414","S.A.I.D.","Arawak",615,2010,"72%","Italy",3.5,NA,"Carribean","Other","Italy",0.72
"1415","S.A.I.D.","Latino",615,2010,"72%","Italy",3.5,NA,NA,"Other","Italy",0.72
"1416","Sacred","Midnight",813,2012,"83%","U.S.A.",2.75,NA,"Central and S. America","Other","U.S.A.",0.83
"1417","Sacred","Twilight",813,2012,"69%","U.S.A.",3.25,NA,"Central and S. America","Other","U.S.A.",0.69
"1418","Salgado","Bahia Superior",288,2008,"70%","Argentina",3.5,"Forastero","Brazil","Other","Other",0.7
"1419","Salgado","Esmeraldas",288,2008,"70%","Argentina",3.5,"Forastero (Nacional)","Ecuador","Ecuador","Other",0.7
"1420","Salgado","Carenero Superior",288,2008,"70%","Argentina",3.5,"Trinitario","Venezuela","Venezuela","Other",0.7
"1421","Salgado","Rio Arriba",292,2008,"70%","Argentina",3.5,"Forastero (Arriba) ASSS","Ecuador","Ecuador","Other",0.7
"1422","Santander (Compania Nacional)","Colombian 2008",404,2009,"75%","Colombia",2.75,"Forastero (Nacional)","Colombia","Other","Other",0.75
"1423","Santander (Compania Nacional)","Colombian w/ nibs",414,2009,"70%","Colombia",3,"Forastero (Nacional)","Colombia","Other","Other",0.7
"1424","Santander (Compania Nacional)","Colombian Semi Dark",32,2006,"53%","Colombia",2,"Forastero (Nacional)","Colombia","Other","Other",0.53
"1425","Santander (Compania Nacional)","Colombian",32,2006,"65%","Colombia",3,"Forastero (Nacional)","Colombia","Other","Other",0.65
"1426","Santander (Compania Nacional)","Colombian Dark",32,2006,"70%","Colombia",4,"Forastero (Nacional)","Colombia","Other","Other",0.7
"1427","Santome","Sao Tome",761,2011,"70%","France",2.75,"Forastero","Sao Tome","Other","France",0.7
"1428","Scharffen Berger","San Juan de Cheni",959,2012,"78%","U.S.A.",4,NA,"Peru","Peru","U.S.A.",0.78
"1429","Scharffen Berger","Markham Valley",781,2011,"68%","U.S.A.",3.75,NA,"Papua New Guinea","Other","U.S.A.",0.68
"1430","Scharffen Berger","Camahogne",464,2010,"68%","U.S.A.",3.5,"Trinitario","Grenada","Other","U.S.A.",0.68
"1431","Scharffen Berger","Amina",464,2010,"65%","U.S.A.",3.75,"Trinitario, Criollo","Madagascar","Madagascar","U.S.A.",0.65
"1432","Scharffen Berger","Tome Acu",336,2009,"68%","U.S.A.",3.75,NA,"Brazil","Other","U.S.A.",0.68
"1433","Scharffen Berger","Asante",336,2009,"65%","U.S.A.",4,"Forastero","Ghana","Other","U.S.A.",0.65
"1434","Scharffen Berger","Ben Tre",445,2009,"72%","U.S.A.",3.75,"Trinitario","Vietnam","Other","U.S.A.",0.72
"1435","Scharffen Berger","Finisterra",227,2008,"72%","U.S.A.",3,"Blend","Ven., Trinidad, Mad.","Other","U.S.A.",0.72
"1436","Scharffen Berger","Las Islas",117,2007,"72%","U.S.A.",3,"Blend","Carribean(DR/Jam/Tri)","Other","U.S.A.",0.72
"1437","Scharffen Berger","Nibby",135,2007,"62%","U.S.A.",3,NA,NA,"Other","U.S.A.",0.62
"1438","Scharffen Berger","Cuyagua",135,2007,"75%","U.S.A.",3.75,NA,"Venezuela","Venezuela","U.S.A.",0.75
"1439","Scharffen Berger","Antilles (Trin/Gren/DR/Ven)",188,2007,"75%","U.S.A.",3,"Blend","Carribean","Other","U.S.A.",0.75
"1440","Scharffen Berger","Extra Dark",15,2006,"82%","U.S.A.",2,NA,NA,"Other","U.S.A.",0.82
"1441","Scharffen Berger","Bittersweet",15,2006,"70%","U.S.A.",3.5,"Blend",NA,"Other","U.S.A.",0.7
"1442","Scharffen Berger","Kumasi Sambirano",40,2006,"68%","U.S.A.",2,"Blend","Ghana & Madagascar","Other","U.S.A.",0.68
"1443","Scharffen Berger","Jamaica a l'ancienne",56,2006,"70%","U.S.A.",2,"Trinitario","Jamaica","Other","U.S.A.",0.7
"1444","Scharffen Berger","Semisweet",56,2006,"62%","U.S.A.",3,"Blend",NA,"Other","U.S.A.",0.62
"1445","Seaforth","Dominican Republic",1658,2015,"70%","U.K.",2.75,NA,"Domincan Republic","Other","U.K.",0.7
"1446","Seaforth","Grenada",1658,2015,"70%","U.K.",2.75,NA,"Grenada","Other","U.K.",0.7
"1447","Shark Mountain","Jamaica",1450,2015,"72%","U.S.A.",3.25,"Trinitario","Jamaica","Other","U.S.A.",0.72
"1448","Shark Mountain","Papua New Guinea",1450,2015,"73%","U.S.A.",3.5,"Forastero","Papua New Guinea","Other","U.S.A.",0.73
"1449","Shark Mountain","Cuyagua",1466,2015,"77%","U.S.A.",2.75,"Criollo","Venezuela","Venezuela","U.S.A.",0.77
"1450","Shark Mountain","ROIG",1466,2015,"74%","U.S.A.",3.5,"Criollo, Trinitario","Dominican Republic","Dominican Republic","U.S.A.",0.74
"1451","Shark Mountain","Ecuador",1335,2014,"75%","U.S.A.",3,"Trinitario","Ecuador","Ecuador","U.S.A.",0.75
"1452","Shark Mountain","Belize, 2013",1335,2014,"72%","U.S.A.",3.25,"Criollo, Trinitario","Belize","Other","U.S.A.",0.72
"1453","Shark's","Hilo",713,2011,"73%","U.S.A.",2,NA,"Hawaii","Other","U.S.A.",0.73
"1454","Shark's","Hilo, w/ added cocoa butter",721,2011,"73%","U.S.A.",2.5,NA,"Hawaii","Other","U.S.A.",0.73
"1455","Shattel","Tingo Maria",1884,2016,"70%","Peru",3.25,NA,"Peru","Peru","Other",0.7
"1456","Shattell","Porcelana",757,2011,"75%","Peru",3.5,"Criollo","Peru","Peru","Other",0.75
"1457","Sibu","Oro",1586,2015,"82%","Costa Rica",3.25,NA,"Costa Rica","Other","Other",0.82
"1458","Sibu","Oscuro",1586,2015,"70%","Costa Rica",3.5,NA,"Costa Rica","Other","Other",0.7
"1459","Sibu Sura","Peru",911,2012,"70%","U.S.A.",2.5,NA,"Peru","Peru","U.S.A.",0.7
"1460","Silvio Bessone","Maya Belize",717,2011,"67%","Italy",3,"Criollo","Belize","Other","Italy",0.67
"1461","Silvio Bessone","Trintade, Sao Tome",725,2011,"65%","Italy",3.25,"Forastero","Sao Tome","Other","Italy",0.65
"1462","Silvio Bessone","Bahia, Scavina",729,2011,"60%","Italy",3.25,"Trinitario","Brazil","Other","Italy",0.6
"1463","Silvio Bessone","Porcelana, Colombia, Amazonas",741,2011,"68%","Italy",3,"Criollo, Trinitario","Colombia","Other","Italy",0.68
"1464","Sirene","Wild Bolivia",1788,2016,"73%","Canada",3.5,NA,"Bolivia","Other","Canada",0.73
"1465","Sirene","Kokoa Kamili Coop",1856,2016,"73%","Canada",3.5,NA,"Tanzania","Other","Canada",0.73
"1466","Sirene","Esmeraldas, Salazar Farm",1860,2016,"73%","Canada",3.75,NA,"Ecuador","Ecuador","Canada",0.73
"1467","Sirene","Somia Plantation, 2012",1502,2015,"100%","Canada",3,"Trinitario","Madagascar","Madagascar","Canada",1
"1468","Sirene","Camino Verde P., Balao, Guayas, 2012",1506,2015,"100%","Canada",3,NA,"Ecuador","Ecuador","Canada",1
"1469","Sirene","Lachua w/ cane sugar",1614,2015,"73%","Canada",3,NA,"Guatemala","Other","Canada",0.73
"1470","Sirene","Lachua w/ maple sugar, batch 5",1614,2015,"73%","Canada",3.25,NA,"Guatemala","Other","Canada",0.73
"1471","Sirene","Pisa",1650,2015,"73%","Canada",3.25,NA,"Haiti","Other","Canada",0.73
"1472","Sirene","Somia Plantation, 2012",1339,2014,"67%","Canada",3.75,"Trinitario","Madagascar","Madagascar","Canada",0.67
"1473","Sirene","Somia Plantation, 2012",1339,2014,"73%","Canada",3.75,"Trinitario","Madagascar","Madagascar","Canada",0.73
"1474","Sirene","Camino Verde P., Balao, Guayas",1343,2014,"73%","Canada",3.75,NA,"Ecuador","Ecuador","Canada",0.73
"1475","Sjolinds","Ghana",1454,2015,"70%","U.S.A.",2.75,"Forastero","Ghana","Other","U.S.A.",0.7
"1476","Sjolinds","Nicaragua",1462,2015,"72%","U.S.A.",3,NA,"Nicaragua","Other","U.S.A.",0.72
"1477","Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,"70%","Australia",3.5,NA,"Dominican Republic","Dominican Republic","Australia",0.7
"1478","Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,"70%","Australia",3.75,"Criollo","Venezuela","Venezuela","Australia",0.7
"1479","Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,"70%","Australia",4,"Criollo","Ecuador","Ecuador","Australia",0.7
"1480","Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,"70%","Australia",3.75,NA,"Belize","Other","Australia",0.7
"1481","Smooth Chocolator, The","Tien Giang",1864,2016,"70%","Australia",3,"Trinitario","Vietnam","Other","Australia",0.7
"1482","Smooth Chocolator, The","Australia",1864,2016,"67%","Australia",3.75,NA,"Australia","Other","Australia",0.67
"1483","Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,"70%","Australia",3.25,NA,"Guatemala","Other","Australia",0.7
"1484","Smooth Chocolator, The","Akesson's Estate",1618,2015,"65%","Australia",3.25,"Trinitario","Madagascar","Madagascar","Australia",0.65
"1485","Smooth Chocolator, The","Akesson's Estate",1622,2015,"70%","Australia",3.5,"Trinitario","Madagascar","Madagascar","Australia",0.7
"1486","Smooth Chocolator, The","Kokoa Kamili",1622,2015,"67%","Australia",3.75,NA,"Tanzania","Other","Australia",0.67
"1487","Smooth Chocolator, The","San Juan Estate",1622,2015,"70%","Australia",3.75,"Trinitario","Trinidad","Other","Australia",0.7
"1488","Smooth Chocolator, The","Camino Verde",1622,2015,"72%","Australia",4,NA,"Ecuador","Ecuador","Australia",0.72
"1489","Smooth Chocolator, The","Bolivia",1626,2015,"72%","Australia",2.75,NA,"Bolivia","Other","Australia",0.72
"1490","Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,"65%","Australia",3.5,NA,"Papua New Guinea","Other","Australia",0.65
"1491","Smooth Chocolator, The","Maranon, batch 2",1666,2015,"67%","Australia",3,"Forastero (Nacional)","Peru","Peru","Australia",0.67
"1492","Smooth Chocolator, The","Chuao, batch 3",1666,2015,"70%","Australia",3.75,"Trinitario","Venezuela","Venezuela","Australia",0.7
"1493","Snake & Butterfly","Ghana",693,2011,"67%","U.S.A.",1.5,"Forastero","Ghana","Other","U.S.A.",0.67
"1494","Snake & Butterfly","Madagascar",502,2010,"68%","U.S.A.",3,"Trinitario","Madagascar","Madagascar","U.S.A.",0.68
"1495","Snake & Butterfly","Ecuador",502,2010,"68%","U.S.A.",3.25,NA,"Ecuador","Ecuador","U.S.A.",0.68
"1496","Sol Cacao","Ecuador, Batch 1",1812,2016,"70%","U.S.A.",3.5,NA,"Ecuador","Ecuador","U.S.A.",0.7
"1497","Sol Cacao","Madagascar",1518,2015,"72%","U.S.A.",3,"Trinitario","Madagascar","Madagascar","U.S.A.",0.72
"1498","Solkiki","Maranon, Fortunato No. 4",1840,2016,"68%","U.K.",2.75,"Forastero (Nacional)","Peru","Peru","U.K.",0.68
"1499","Solkiki","Castillo, Hispaniola, unroasted",1840,2016,"85%","U.K.",2.75,NA,"Domincan Republic","Other","U.K.",0.85
"1500","Solomons Gold","Solomon Island",1792,2016,"70%","New Zealand",3.25,NA,"Solomon Islands","Other","Other",0.7
"1501","Solomons Gold","Solomon Island w/ nibs",1796,2016,"75%","New Zealand",3.25,NA,"Solomon Islands","Other","Other",0.75
"1502","Solstice","Bundibugyo",1335,2014,"70%","U.S.A.",3,"Forastero, Trinitario","Uganda","Other","U.S.A.",0.7
"1503","Solstice","Sambirano",1157,2013,"70%","U.S.A.",3,"Trinitario","Madagascar","Madagascar","U.S.A.",0.7
"1504","Solstice","Amazonas",1157,2013,"70%","U.S.A.",3,NA,"Venezuela","Venezuela","U.S.A.",0.7
"1505","Solstice","Bolivia",1161,2013,"70%","U.S.A.",3.25,NA,"Bolivia","Other","U.S.A.",0.7
"1506","Solstice","San Martin",1161,2013,"70%","U.S.A.",3.25,NA,"Peru","Peru","U.S.A.",0.7
"1507","Solstice","Wasatch",1161,2013,"70%","U.S.A.",3.5,"Blend",NA,"Other","U.S.A.",0.7
"1508","Soma","Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,"62%","Canada",3.5,NA,"Domincan Republic","Other","Canada",0.62
"1509","Soma","Sambirano Valley, Black Science, B-60307.0",1820,2016,"70%","Canada",3.5,"Trinitario","Madagascar","Madagascar","Canada",0.7
"1510","Soma","Bahia Black, batch bra50722.1",1828,2016,"70%","Canada",3.5,"Forastero (Parazinho)","Brazil","Other","Canada",0.7
"1511","Soma","Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,"75%","Canada",3.75,NA,"Ven.,Ecu.,Peru,Nic.","Other","Canada",0.75
"1512","Soma","Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,"70%","Canada",3.75,"Trinitario","Nicaragua","Other","Canada",0.7
"1513","Soma","Tien Giang, Black S., batch VIT60420.0",1828,2016,"70%","Canada",4,"Trinitario","Vietnam","Other","Canada",0.7
"1514","Soma","Camino Verde, Black S., batch cvu6030.0",1832,2016,"70%","Canada",3.25,NA,"Ecuador","Ecuador","Canada",0.7
"1515","Soma","CSB Chama",1594,2015,"70%","Canada",3.5,"Criollo","Venezuela","Venezuela","Canada",0.7
"1516","Soma","Porcelana",1594,2015,"75%","Canada",4,NA,"Venezuela","Venezuela","Canada",0.75
"1517","Soma","La Tronca, Matagalpa",1227,2014,"70%","Canada",3.5,NA,"Nicaragua","Other","Canada",0.7
"1518","Soma","Maranon Canyon",1259,2014,"70%","Canada",3.75,"Forastero (Nacional)","Peru","Peru","Canada",0.7
"1519","Soma","La Dalia",1307,2014,"70%","Canada",3.25,"Trinitario","Nicaragua","Other","Canada",0.7
"1520","Soma","Camino Verde P., Balao, Guayas",1307,2014,"80%","Canada",3.5,"Forastero (Nacional)","Ecuador","Ecuador","Canada",0.8
"1521","Soma","Espiritu Santo, 'Smoke Monster'",1307,2014,"70%","Canada",3.75,"Forastero (Amelonado)","Vanuatu","Other","Canada",0.7
"1522","Soma","Little Big Man",1339,2014,"70%","Canada",3.25,"Blend","Madagascar & Ecuador","Other","Canada",0.7
"1523","Soma","Rizek Cacao, Domin. Rep.",1019,2013,"77%","Canada",3.75,"Trinitario","Dominican Republic","Dominican Republic","Canada",0.77
"1524","Soma","Java",1030,2013,"70%","Canada",3.25,"Criollo","Indonesia","Other","Canada",0.7
"1525","Soma","Apurimac, El Quinacho Co-op",1073,2013,"70%","Canada",2.75,"Criollo","Peru","Peru","Canada",0.7
"1526","Soma","Sangre Grande P., Trinidad",1073,2013,"70%","Canada",3.75,"Trinitario","Trinidad","Other","Canada",0.7
"1527","Soma","Chef's Blend",1077,2013,"70%","Canada",3.25,NA,NA,"Other","Canada",0.7
"1528","Soma","Patanemo",1077,2013,"70%","Canada",3.75,"Criollo","Venezuela","Venezuela","Canada",0.7
"1529","Soma","Crazy 88",1077,2013,"88%","Canada",4,NA,"Guat., D.R., Peru, Mad., PNG","Other","Canada",0.88
"1530","Soma","Maracaibo, El Vigia",1077,2013,"70%","Canada",4,"Criollo","Venezuela","Venezuela","Canada",0.7
"1531","Soma","Equator",1081,2013,"67%","Canada",4,NA,"Peru, Dom. Rep","Other","Canada",0.67
"1532","Soma","Orinoco",1173,2013,"70%","Canada",3.25,"Forastero","Venezuela","Venezuela","Canada",0.7
"1533","Soma","Bachelor's Hall E., St. Thomas Parish",1177,2013,"70%","Canada",4,"Trinitario","Jamaica","Other","Canada",0.7
"1534","Soma","Noula Coop",817,2012,"70%","Canada",3.25,NA,"Haiti","Other","Canada",0.7
"1535","Soma","O'ahu",833,2012,"70%","Canada",3.75,NA,"Hawaii","Other","Canada",0.7
"1536","Soma","Dual Origins, Sambirano, Elvesia",867,2012,"70%","Canada",4,"Blend","Dom. Rep., Madagascar","Other","Canada",0.7
"1537","Soma","Dancing in Your Head, 5 bean blend",867,2012,"70%","Canada",4,"Blend","Gre., PNG, Haw., Haiti, Mad","Other","Canada",0.7
"1538","Soma","Cahabon Region",951,2012,"70%","Canada",3.5,"Trinitario","Guatemala","Other","Canada",0.7
"1539","Soma","Carenero Superior",951,2012,"70%","Canada",3.75,"Trinitario","Venezuela","Venezuela","Canada",0.7
"1540","Soma","Eastern Promises",967,2012,"70%","Canada",3.5,"Blend","Mad., Java, PNG","Other","Canada",0.7
"1541","Soma","Papua New Guinea",983,2012,"85%","Canada",3.5,"Trinitario","Papua New Guinea","Other","Canada",0.85
"1542","Soma","Grenada, Black Science",676,2011,"70%","Canada",2.75,"Trinitario","Grenada","Other","Canada",0.7
"1543","Soma","Alto Beni, Wild Bolivian",676,2011,"70%","Canada",3.5,"Nacional","Bolivia","Other","Canada",0.7
"1544","Soma","Peruvian",676,2011,"64%","Canada",4,NA,"Peru","Peru","Canada",0.64
"1545","Soma","Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,"70%","Canada",4,NA,"Ven, Bolivia, D.R.","Other","Canada",0.7
"1546","Soma","Elvesia P., Black Science",682,2011,"70%","Canada",3.75,"Forastero","Dominican Republic","Dominican Republic","Canada",0.7
"1547","Soma","Chuao",688,2011,"70%","Canada",3.5,"Criollo","Venezuela","Venezuela","Canada",0.7
"1548","Soma","Black Science Blend 1",607,2010,"70%","Canada",3.75,"Trinitario, Nacional","DR, Ecuador, Peru","Other","Canada",0.7
"1549","Soma","Hispaniola",377,2009,"70%","Canada",3,"Forastero","Dominican Republic","Dominican Republic","Canada",0.7
"1550","Soma","Africa",377,2009,"70%","Canada",3.5,"Forastero","Ghana","Other","Canada",0.7
"1551","Soma","Conacado",387,2009,"70%","Canada",3,"Trinitario","Dominican Republic","Dominican Republic","Canada",0.7
"1552","Soma","Papua New Guinea",387,2009,"70%","Canada",3.5,"Trinitario","Papua New Guinea","Other","Canada",0.7
"1553","Soma","Madagascar",387,2009,"70%","Canada",3.75,"Criollo","Madagascar","Madagascar","Canada",0.7
"1554","Soma","Ocumare",387,2009,"70%","Canada",3.75,"Criollo","Venezuela","Venezuela","Canada",0.7
"1555","Somerville","Nicaragua",1367,2014,"70%","U.S.A.",3.25,NA,"Nicaragua","Other","U.S.A.",0.7
"1556","Somerville","Hawaiian, Big Island",1395,2014,"70%","U.S.A.",3.5,NA,"Hawaii","Other","U.S.A.",0.7
"1557","Soul","Dominican Republic",1932,2017,"70%","Canada",3.25,NA,"Dominican Republic","Dominican Republic","Canada",0.7
"1558","Soul","Madagascar",1936,2017,"70%","Canada",3.5,NA,"Madagascar","Madagascar","Canada",0.7
"1559","Soul","Venezuela",1936,2017,"75%","Canada",3.5,NA,"Venezuela","Venezuela","Canada",0.75
"1560","Soul","Ecuador",1936,2017,"75%","Canada",3.25,NA,"Ecuador","Ecuador","Canada",0.75
"1561","Soul","Papua New Guinea",1936,2017,"77%","Canada",3.25,NA,"Papua New Guinea","Other","Canada",0.77
"1562","Soul","Tanzania",1940,2017,"80%","Canada",3.5,NA,"Tanzania","Other","Canada",0.8
"1563","Spagnvola","AgroCriso Plantation",793,2012,"70%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"1564","Spagnvola","AgroCriso Plantation",793,2012,"80%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.8
"1565","Spagnvola","AgroCriso Plantation",793,2012,"75%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.75
"1566","Spencer","Dominican Republic",1932,2017,"70%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"1567","Spencer","Ecuador",1932,2017,"70%","U.S.A.",3.5,NA,"Ecuador","Ecuador","U.S.A.",0.7
"1568","Spencer","Peru",1932,2017,"70%","U.S.A.",2.75,NA,"Peru","Peru","U.S.A.",0.7
"1569","Spencer","Dominican Republic, lot D82R",1792,2016,"70%","Australia",3.5,NA,"Domincan Republic","Other","Australia",0.7
"1570","Spencer","Ecuador, lot E432314L",1792,2016,"70%","Australia",3.75,NA,"Ecuador","Ecuador","Australia",0.7
"1571","Spencer","Madagascar, lot M0403R",1792,2016,"70%","Australia",3.75,NA,"Madagascar","Madagascar","Australia",0.7
"1572","Spencer","Malekula Island",1434,2014,"72%","Australia",2.75,"Trinitario","Vanuatu","Other","Australia",0.72
"1573","Sprungli (Felchlin)","Alto Beni",1057,2013,"70%","Switzerland",3,"Criollo","Bolivia","Other","Switzerland",0.7
"1574","SRSLY","Dominican Republic",1113,2013,"70%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"1575","SRSLY","Dominican Republic",1121,2013,"84%","U.S.A.",2.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.84
"1576","Starchild","Bolivar, Arriba",1634,2015,"70%","U.S.A.",3,"Forastero (Nacional)","Ecuador","Ecuador","U.S.A.",0.7
"1577","Starchild","Hispaniola",1692,2015,"70%","U.S.A.",3,NA,"Domincan Republic","Other","U.S.A.",0.7
"1578","Starchild","Cacao Verapaz",1692,2015,"70%","U.S.A.",3,NA,"Guatemala","Other","U.S.A.",0.7
"1579","Starchild","Rio Tuma",1692,2015,"70%","U.S.A.",3,"Trinitario (Amelonado)","Nicaragua","Other","U.S.A.",0.7
"1580","Starchild","Sambirano Valley",1696,2015,"70%","U.S.A.",3,"Trinitario","Madagascar","Madagascar","U.S.A.",0.7
"1581","Stella (aka Bernrain)","Bahia, Agri-Forestal Plantation, 2010",859,2012,"68%","Switzerland",2.75,"Trinitario","Brazil","Other","Switzerland",0.68
"1582","Stella (aka Bernrain)","India",729,2011,"72%","Switzerland",3.25,NA,"India","Other","Switzerland",0.72
"1583","Stone Grindz","Ecuador, Midnight Dark",1291,2014,"84%","U.S.A.",3.5,NA,"Ecuador","Ecuador","U.S.A.",0.84
"1584","Stone Grindz","Ecuador, Twilght Dark",1291,2014,"70%","U.S.A.",3.5,NA,"Ecuador","Ecuador","U.S.A.",0.7
"1585","StRita Supreme","Samar, East Visayas region",939,2012,"65%","U.S.A.",2.5,NA,"Philippines","Other","U.S.A.",0.65
"1586","StRita Supreme","Samar, East Visayas region",943,2012,"70%","U.S.A.",2.5,NA,"Philippines","Other","U.S.A.",0.7
"1587","StRita Supreme","Samar, East Visayas region",943,2012,"75%","U.S.A.",2.75,NA,"Philippines","Other","U.S.A.",0.75
"1588","Sublime Origins","Sambirano",1157,2013,"67%","U.S.A.",2.75,"Trinitario","Madagascar","Madagascar","U.S.A.",0.67
"1589","Sublime Origins","Moho Valley",1157,2013,"78%","U.S.A.",3.25,"Trinitario","Belize","Other","U.S.A.",0.78
"1590","Summerbird","Peru",1800,2016,"61%","Denmark",2.5,"Criollo, Trinitario","Peru","Peru","Other",0.61
